"source_1"	"source_2"	"source_3"	"source_4"	"source_5"	"rank_product"	"rank_final"
"71966"	524	540	96	NA	NA	100.202257310671	494
"58998"	NA	194	NA	208	NA	100.439036235918	495
"242109"	92	440.5	NA	NA	NA	100.655352565077	496
"12313"	69	591	NA	NA	NA	100.969054665279	497
"238161"	325	303	NA	NA	283	101.06083610271	498
"22213"	NA	609	131	NA	356	101.700933833865	499
"230577"	NA	NA	123	NA	339	102.09921645145	500
"16918"	66	632	NA	NA	NA	102.117579289758	501
"211770"	60	697	NA	NA	NA	102.249694376071	502
"54525"	108	387.5	NA	NA	NA	102.286362727394	503
"56309"	590	143	NA	NA	344	102.437957180149	504
"22217"	283	417	NA	NA	247	102.585322131466	505
"70892"	NA	581	73.5	NA	NA	103.324125933879	506
"20621"	438	654	NA	NA	104	103.333342582957	507
"21835"	NA	658	NA	179	253	103.34240410603	508
"338372"	NA	711.5	NA	132	319	103.528181323884	509
"194237"	NA	674.5	64	NA	NA	103.884551305764	510
"20588"	174	252.5	NA	NA	NA	104.803387349837	511
"242553"	252	704	175.5	NA	NA	104.864587345672	512
"21415"	343	529.5	NA	NA	172	104.980407867131	513
"27984"	329	308	NA	NA	313	105.513751046101	514
"80385"	581	250	NA	219	NA	105.61659545367	515
"108946"	341	NA	NA	133	NA	106.481219001287	516
"12995"	98	463.5	NA	NA	NA	106.563361433468	517
"218756"	136	334	NA	NA	NA	106.564534438058	518
"263876"	214	468	NA	NA	328	106.755412255202	519
"98238"	NA	642.5	71	NA	NA	106.791268369657	520
"108078"	523	281.5	NA	NA	224	106.894357375497	521
"239170"	244	187.5	NA	NA	NA	106.946248181037	522
"67122"	571	NA	171	NA	341	107.236083571436	523
"329908"	637	378.5	NA	NA	140	107.726660218388	524
"11459"	503	NA	93	NA	NA	108.142267407337	525
"230379"	297	552	NA	NA	209	108.266147427548	526
"18515"	265	177.5	NA	NA	NA	108.440651971482	527
"18099"	177	266	NA	NA	NA	108.491935184142	528
"20689"	172	274	NA	NA	NA	108.544921576276	529
"17354"	226	209.5	NA	NA	NA	108.796828997908	530
"101095"	NA	455	NA	NA	105	109.287464971972	531
"12298"	132	362	NA	NA	NA	109.297758439961	532
"18457"	NA	232.5	NA	NA	206	109.424631596364	533
"212070"	NA	NA	148	NA	324	109.489725545368	534
"66875"	345	355	NA	NA	293	109.947097303972	535
"236790"	626	NA	NA	215	272	110.680890415447	536
"84035"	79	623.5	NA	NA	NA	110.969027210299	537
"18798"	NA	316	157	NA	NA	111.368756839609	538
"106878"	640	187.5	NA	NA	315	111.86889420814	539
"382423"	256	199.5	NA	NA	NA	112.995575134604	540
"21825"	284	181.5	NA	NA	NA	113.518720923027	541
"268706"	107	482	NA	NA	NA	113.549548656082	542
"18223"	586	355	NA	191	NA	113.744880136784	543
"208869"	154	337.5	NA	NA	NA	113.99013115178	544
"20530"	400	601	168	NA	NA	114.365050732483	545
"104263"	634	341.5	NA	187	NA	114.459699861682	546
"16770"	NA	432	NA	121.5	NA	114.551298552221	547
"74998"	461	563	157	NA	NA	114.704838074408	548
"242466"	399	132	NA	NA	NA	114.747548993432	549
"224671"	406	288.5	NA	NA	350	114.936696472271	550
"26877"	274	642.5	NA	NA	233	114.95784587696	551
"19708"	289	491.5	NA	NA	296	115.908807381773	552
"215789"	332	162	NA	NA	NA	115.956888540526	553
"233805"	255	211.5	NA	NA	NA	116.116859241025	554
"14600"	342	159	NA	NA	NA	116.595454456853	555
"66124"	515	NA	NA	106	NA	116.82251495324	556
"209707"	513	107.5	NA	NA	NA	117.417524245745	557
"70638"	204	270.5	NA	NA	NA	117.454246411103	558
"28081"	451	392.5	NA	NA	248	117.589363580333	559
"12395"	249	222.5	NA	NA	NA	117.688678299996	560
"399548"	NA	633.5	NA	NA	88	118.055071894434	561
"75221"	602	656.5	NA	113	NA	118.262929753618	562
"214253"	155	362	NA	NA	NA	118.437747361219	563
"109331"	306	497	NA	NA	302	119.373244524621	564
"22234"	412	331	NA	NA	338	119.515999734607	565
"56093"	NA	NA	185.5	NA	309	119.707455908143	566
"54650"	123	468	NA	NA	NA	119.962494138793	567
"217082"	206	NA	NA	NA	285	121.150732560724	568
"23794"	311	189.5	NA	NA	NA	121.382144485917	569
"22408"	86	688.5	NA	NA	NA	121.666552511362	570
"192654"	103	575.5	NA	NA	NA	121.733828494794	571
"13631"	NA	243.5	NA	NA	245	122.124424256575	572
"11790"	601	403.5	NA	205	NA	122.56581836372	573
"239845"	619	316	NA	NA	260	123.498714910089	574
"240880"	583	105.5	NA	NA	NA	124.002520135681	575
"68229"	326	189.5	NA	NA	NA	124.274896901989	576
"54403"	119	520	NA	NA	NA	124.378454725889	577
"66964"	287	216.5	NA	NA	NA	124.634967003646	578
"21834"	88	707.5	NA	NA	NA	124.759769156567	579
"66701"	112	560.5	NA	NA	NA	125.275695966935	580
"72720"	100	631	NA	NA	NA	125.598566870805	581
"236899"	250	252.5	NA	NA	NA	125.623445264011	582
"240832"	NA	638.5	NA	NA	99	125.709486515537	583
"20238"	114	555.5	NA	NA	NA	125.824282235187	584
"50781"	459	NA	138	NA	NA	125.839183086986	585
"279653"	324	196.5	NA	NA	NA	126.160611919886	586
"219257"	NA	345.5	NA	185	NA	126.40955264536	587
"224814"	625	588.5	NA	NA	152	127.458490101648	588
"12289"	171	383	NA	NA	NA	127.958000922178	589
"20135"	446	409.5	NA	NA	310	127.995754524987	590
"20874"	141	465	NA	NA	NA	128.028317180224	591
"20932"	127	525	NA	NA	NA	129.107513336754	592
"68250"	593	640.5	153	NA	NA	129.112165328971	593
"67456"	335	558	NA	NA	311	129.129422953995	594
"230594"	608	478.5	NA	202	NA	129.595834399013	595
"17257"	102	667.5	NA	NA	NA	130.465512684387	596
"241324"	115	596.5	NA	NA	NA	130.955622254258	597
"20668"	609	578.5	NA	NA	173	131.180011598075	598
"78913"	208	331	NA	NA	NA	131.194512080346	599
"20350"	334	691.5	NA	NA	264	131.197715027295	600
"72123"	317	219	NA	NA	NA	131.741223616604	601
"224143"	147	474.5	NA	NA	NA	132.052546359394	602
"26456"	302	232.5	NA	NA	NA	132.490565701864	603
"68364"	NA	566.5	NA	NA	124	132.519809839888	604
"110891"	363	194	NA	NA	NA	132.685718899963	605
"18700"	569	432	NA	NA	258	132.928259499051	606
"109880"	104	680	NA	NA	NA	132.966161108757	607
"52187"	176	403.5	NA	NA	NA	133.244136831607	608
"64143"	500	646.5	NA	NA	200	133.78320264712	609
"93692"	NA	443.5	NA	NA	162	134.021453506519	610
"76775"	NA	374.5	NA	NA	193	134.423305271073	611
"68614"	582	660	NA	171	NA	134.493023043883	612
"76850"	128	572	NA	NA	NA	135.292276202302	613
"12361"	140	525	NA	NA	NA	135.55441711726	614
"13838"	144	515.5	NA	NA	NA	136.227750476913	615
"117600"	NA	711.5	105	NA	NA	136.663363781227	616
"93842"	NA	457	NA	163.5	NA	136.674339215524	617
"11938"	573	132	NA	NA	NA	137.50999963639	618
"15405"	NA	436.5	173.5	NA	NA	137.597919679042	619
"56445"	580	452.5	NA	NA	275	138.783712966479	620
"12703"	538	423.5	NA	NA	325	139.975414554047	621
"109333"	153	512.5	NA	NA	NA	140.011160269459	622
"17260"	160	491.5	NA	NA	NA	140.214121970649	623
"18479"	191	417	NA	NA	NA	141.10900042166	624
"218543"	356	225	NA	NA	NA	141.509716980849	625
"69137"	NA	534.5	NA	NA	151	142.047087263344	626
"13199"	NA	266	NA	NA	304	142.18298069741	627
"11836"	NA	500.5	NA	162	NA	142.373628176007	628
"228836"	NA	337.5	NA	NA	243	143.189123190276	629
"17916"	547	591	NA	NA	250	144.11759869479	630
"228961"	259	321	NA	NA	NA	144.169171461863	631
"270669"	307	NA	NA	NA	274	145.015516411176	632
"217378"	NA	677.5	124.5	NA	NA	145.214281322465	633
"233812"	291	291.5	NA	NA	NA	145.624946351921	634
"72145"	201	423.5	NA	NA	NA	145.879659308623	635
"74356"	555	NA	NA	NA	154	146.176263462985	636
"329828"	157	544.5	NA	NA	NA	146.190372460022	637
"56398"	NA	654	132.5	NA	NA	147.186106681303	638
"268345"	205	428	NA	NA	NA	148.104692700805	639
"235442"	243	362	NA	NA	NA	148.295313479557	640
"69635"	NA	672.5	NA	131	NA	148.406115103118	641
"18187"	NA	515.5	171	NA	NA	148.450749408684	642
"226841"	298	297	NA	NA	NA	148.749789915818	643
"64930"	295	301	NA	NA	NA	148.992449473119	644
"74025"	404	NA	NA	NA	220	149.063744753713	645
"67455"	616	540	NA	NA	270	149.276516083745	646
"224224"	426	209.5	NA	NA	NA	149.371181959573	647
"74125"	209	432	NA	NA	NA	150.239808306587	648
"56190"	607	149	NA	NA	NA	150.36871350118	649
"22782"	543	167	NA	NA	NA	150.566430521548	650
"18027"	NA	674.5	NA	135	NA	150.878676425796	651
"22785"	235	387.5	NA	NA	NA	150.882818770064	652
"239985"	137	665.5	NA	NA	NA	150.974749544419	653
"60364"	NA	654	140.5	NA	NA	151.564342772302	654
"13131"	310	297	NA	NA	NA	151.715193701883	655
"320024"	NA	705	NA	NA	131	151.949827245706	656
"19125"	NA	482	NA	194	NA	152.895389073706	657
"170826"	352	266	NA	NA	NA	152.996731991242	658
"105148"	NA	591	NA	161	NA	154.232778617258	659
"71978"	615	452.5	NA	NA	356	154.238683989189	660
"73174"	285	NA	NA	NA	334	154.264383446083	661
"217410"	239	398.5	NA	NA	NA	154.306108109822	662
"13841"	169	566.5	NA	NA	NA	154.708193060355	663
"75423"	246	392.5	NA	NA	NA	155.366502181133	664
"19664"	247	392.5	NA	NA	NA	155.681967484998	665
"218811"	379	256.5	NA	NA	NA	155.895397622893	666
"17357"	NA	649.5	150	NA	NA	156.064890350136	667
"270192"	NA	370.5	NA	NA	265	156.670434351858	668
"105239"	493	199.5	NA	NA	NA	156.806807887923	669
"17870"	NA	667.5	148	NA	NA	157.154382694216	670
"67784"	598	534.5	NA	NA	329	157.335603062631	671
"15562"	290	NA	NA	NA	342	157.464281664129	672
"103694"	NA	699	142.5	NA	NA	157.803279433604	673
"170711"	613	NA	NA	163.5	NA	158.292056023036	674
"15277"	163	616.5	NA	NA	NA	158.500394321276	675
"12331"	293	349	NA	NA	NA	159.88824221937	676
"13406"	470	219	NA	NA	NA	160.413528107825	677
"20788"	532	588.5	NA	NA	356	160.416158151346	678
"66412"	313	329	NA	NA	NA	160.450148021122	679
"20449"	227	460.5	NA	NA	NA	161.658204245872	680
"26405"	161	651.5	NA	NA	NA	161.93478625669	681
"13418"	373	281.5	NA	NA	NA	162.018131701362	682
"245049"	330	321	NA	NA	NA	162.734446261386	683
"56541"	560	191.5	NA	NA	NA	163.737594949969	684
"13116"	649	167	NA	NA	NA	164.607867369698	685
"67074"	269	403.5	NA	NA	NA	164.728185202169	686
"70686"	219	500.5	NA	NA	NA	165.536627366876	687
"18575"	195	563	NA	NA	NA	165.669097903019	688
"104886"	192	572	NA	NA	NA	165.698521417664	689
"93685"	175	630	NA	NA	NA	166.01957715884	690
"18933"	487	NA	NA	NA	228	166.610323809781	691
"67731"	333	334	NA	NA	NA	166.749812593598	692
"74337"	636	175	NA	NA	NA	166.808273176123	693
"74868"	552	202.5	NA	NA	NA	167.16758058906	694
"108934"	186	601	NA	NA	NA	167.172067044707	695
"327826"	391	286	NA	NA	NA	167.201973672562	696
"226982"	429	261	NA	NA	NA	167.308846149867	697
"58227"	NA	491.5	NA	NA	229	167.744970118332	698
"94093"	359	314	NA	NA	NA	167.873464252097	699
"27494"	NA	636.5	178.5	NA	NA	168.53430659661	700
"213436"	221	525	NA	NA	NA	170.312213302511	701
"12033"	635	184.5	NA	NA	NA	171.141388915715	702
"320011"	360	326.5	NA	NA	NA	171.42053552594	703
"104175"	222	529.5	NA	NA	NA	171.427098207955	704
"12359"	NA	633.5	NA	186	NA	171.632601798143	705
"14886"	643	184.5	NA	NA	NA	172.216070678668	706
"74182"	220	540	NA	NA	NA	172.336879396141	707
"19252"	576	207	NA	NA	NA	172.649934839258	708
"212391"	531	227	NA	NA	NA	173.592194524984	709
"207615"	374	NA	NA	NA	326	174.588086649691	710
"13193"	212	575.5	NA	NA	NA	174.646786400437	711
"57437"	281	436.5	NA	NA	NA	175.111750034085	712
"56717"	NA	686	NA	180	NA	175.698605572156	713
"11736"	271	457	NA	NA	NA	175.959512388504	714
"16002"	NA	684	183.5	NA	NA	177.139775318814	715
"268527"	193	656.5	NA	NA	NA	177.977877838792	716
"15361"	599	216.5	NA	NA	NA	180.057976774149	717
"13548"	308	423.5	NA	NA	NA	180.581006753202	718
"229584"	303	432	NA	NA	NA	180.897761180176	719
"21917"	371	355	NA	NA	NA	181.455917511665	720
"378702"	NA	460.5	NA	NA	288	182.087890865922	721
"243272"	357	374.5	NA	NA	NA	182.822659974085	722
"73192"	458	293.5	NA	NA	NA	183.31871153813	723
"12830"	387	349	NA	NA	NA	183.754591779362	724
"67220"	492	276	NA	NA	NA	184.249830393409	725
"217893"	NA	585.5	NA	NA	232	184.279678749449	726
"15429"	425	321	NA	NA	NA	184.678775174626	727
"242125"	NA	471	NA	NA	291	185.108751819032	728
"276952"	251	552	NA	NA	NA	186.11286898009	729
"67050"	228	616.5	NA	NA	NA	187.457995294946	730
"70829"	207	684	NA	NA	NA	188.140904643302	731
"106068"	NA	640.5	NA	NA	223	188.965274587687	732
"66573"	610	234.5	NA	NA	NA	189.106451502851	733
"16950"	304	478.5	NA	NA	NA	190.698715255242	734
"217218"	218	669.5	NA	NA	NA	191.017669339776	735
"12819"	541	270.5	NA	NA	NA	191.272384310961	736
"14680"	264	555.5	NA	NA	NA	191.475847040821	737
"382051"	NA	646.5	NA	NA	227	191.543402392252	738
"225160"	NA	701	NA	NA	211	192.295995798144	739
"67382"	508	291.5	NA	NA	NA	192.407120450362	740
"244141"	NA	682	NA	218	NA	192.792634714089	741
"28018"	215	694	NA	NA	NA	193.138551304497	742
"11829"	NA	707.5	NA	212.5	NA	193.870930002412	743
"12874"	420	358.5	NA	NA	NA	194.01675185406	744
"29808"	507	301	NA	NA	NA	195.324729617117	745
"16649"	595	258.5	NA	NA	NA	196.091496500996	746
"229055"	448	345.5	NA	NA	NA	196.712988894989	747
"68911"	629	250	NA	NA	NA	198.273800588984	748
"20273"	NA	540	NA	NA	292	198.544705293292	749
"20271"	327	484.5	NA	NA	NA	199.017273119697	750
"21841"	450	355	NA	NA	NA	199.843688917113	751
"17714"	NA	680	NA	NA	235	199.874960913067	752
"13518"	542	297	NA	NA	NA	200.607826367767	753
"12826"	525	308	NA	NA	NA	201.059692628831	754
"13983"	NA	672.5	NA	NA	241	201.291144862361	755
"109658"	321	509	NA	NA	NA	202.107026102508	756
"244867"	442	370.5	NA	NA	NA	202.336971411554	757
"102323"	397	417	NA	NA	NA	203.438565665412	758
"93690"	372	445.5	NA	NA	NA	203.547291802176	759
"320717"	479	349	NA	NA	NA	204.432751779161	760
"212168"	376	452.5	NA	NA	NA	206.240151280007	761
"347722"	396	436.5	NA	NA	NA	207.87857032412	762
"331004"	511	341.5	NA	NA	NA	208.869875760005	763
"229096"	611	286	NA	NA	NA	209.013157480576	764
"98732"	519	337.5	NA	NA	NA	209.262096424556	765
"16876"	266	659	NA	NA	NA	209.340631507598	766
"73569"	339	520	NA	NA	NA	209.928559276722	767
"269994"	361	497	NA	NA	NA	211.788219691276	768
"71865"	351	512.5	NA	NA	NA	212.06573273398	769
"94220"	NA	690	NA	NA	262	212.591156918626	770
"80889"	488	374.5	NA	NA	NA	213.74985380112	771
"109151"	432	423.5	NA	NA	NA	213.864443047459	772
"18807"	605	NA	NA	NA	303	214.076505016314	773
"18591"	510	360	NA	NA	NA	214.242852856286	774
"228536"	388	474.5	NA	NA	NA	214.537875443941	775
"66859"	463	398.5	NA	NA	NA	214.770517064145	776
"19645"	575	321	NA	NA	NA	214.810963407364	777
"12048"	481	387.5	NA	NA	NA	215.863093186399	778
"19017"	653	286	NA	NA	NA	216.077532381319	779
"83398"	407.5	460.5	NA	NA	NA	216.595100360096	780
"14489"	539	349	NA	NA	NA	216.858825045235	781
"74996"	587	321	NA	NA	NA	217.040894764097	782
"83762"	483	398.5	NA	NA	NA	219.360149069971	783
"14399"	484	398.5	NA	NA	NA	219.587112554448	784
"216965"	393	491.5	NA	NA	NA	219.749573378425	785
"101148"	366	529.5	NA	NA	NA	220.111903358269	786
"210766"	277	702.5	NA	NA	NA	220.563199559673	787
"77733"	617	316	NA	NA	NA	220.778169210635	788
"319455"	292	669.5	NA	NA	NA	221.073517183764	789
"225997"	436	448.5	NA	NA	NA	221.102917212777	790
"19070"	639	308	NA	NA	NA	221.817492547364	791
"68187"	641	308	NA	NA	NA	222.164353576356	792
"53328"	392	509	NA	NA	NA	223.342785869613	793
"57257"	540	374.5	NA	NA	NA	224.849949966639	794
"223254"	570	358.5	NA	NA	NA	226.022675853552	795
"75089"	521	392.5	NA	NA	NA	226.104234812177	796
"214112"	485	423.5	NA	NA	NA	226.604004818979	797
"75415"	592	352	NA	NA	NA	228.245481882994	798
"224624"	337	619.5	NA	NA	NA	228.457600004902	799
"14812"	340	616.5	NA	NA	NA	228.915923430416	800
"20619"	477	440.5	NA	NA	NA	229.193422680495	801
"319520"	469	448.5	NA	NA	NA	229.317738084083	802
"57259"	347	609	NA	NA	NA	229.849407221337	803
"26950"	632	341.5	NA	NA	NA	232.286461077696	804
"320145"	452	478.5	NA	NA	NA	232.530643141931	805
"75750"	486	445.5	NA	NA	NA	232.65478718479	806
"66569"	568	383	NA	NA	NA	233.208061610228	807
"216505"	465	468	NA	NA	NA	233.248794209102	808
"75826"	403	548.5	NA	NA	NA	235.077380877021	809
"12321"	499	443.5	NA	NA	NA	235.216124022143	810
"20822"	378	585.5	NA	NA	NA	235.222766755261	811
"381356"	419	529.5	NA	NA	NA	235.510350091031	812
"21929"	416	534.5	NA	NA	NA	235.771075410026	813
"16978"	410	544.5	NA	NA	NA	236.24404754406	814
"68652"	522	428	NA	NA	NA	236.334508694774	815
"106794"	414	548.5	NA	NA	NA	238.264034214147	816
"231915"	455	500.5	NA	NA	NA	238.604012958709	817
"209760"	534	428	NA	NA	NA	239.035562207802	818
"103098"	627	366	NA	NA	NA	239.521397791513	819
"235584"	454	505.5	NA	NA	NA	239.529225774226	820
"14806"	647	355	NA	NA	NA	239.627314803634	821
"212111"	596	392.5	NA	NA	NA	241.831552945433	822
"406218"	620	383	NA	NA	NA	243.649338189128	823
"226098"	651	366	NA	NA	NA	244.062491997439	824
"53599"	383	625	NA	NA	NA	244.629822384762	825
"75590"	358	680	NA	NA	NA	246.69819618311	826
"68465"	457	534.5	NA	NA	NA	247.116622265682	827
"16621"	NA	696	NA	NA	356	248.88551585016	828
"16563"	622	403.5	NA	NA	NA	250.488023665803	829
"68018"	529	474.5	NA	NA	NA	250.504740474108	830
"20979"	564	452.5	NA	NA	NA	252.591567555214	831
"57784"	480	534.5	NA	NA	NA	253.258760954088	832
"15412"	370	694	NA	NA	NA	253.367322281308	833
"78920"	633	409.5	NA	NA	NA	254.565070266916	834
"223642"	638	409.5	NA	NA	NA	255.568483972496	835
"68192"	440	601	NA	NA	NA	257.118649654201	836
"21388"	434	616.5	NA	NA	NA	258.631494601876	837
"26406"	497	544.5	NA	NA	NA	260.104065712168	838
"83429"	533	509	NA	NA	NA	260.43089294475	839
"15248"	421	646.5	NA	NA	NA	260.852688312772	840
"17977"	398	684	NA	NA	NA	260.879282427716	841
"619665"	411	664	NA	NA	NA	261.201071973298	842
"77040"	553	497	NA	NA	NA	262.126400806939	843
"12227"	546	509	NA	NA	NA	263.587746300923	844
"26420"	467	599	NA	NA	NA	264.448955377025	845
"72640"	417	676	NA	NA	NA	265.467512136608	846
"17385"	502	563	NA	NA	NA	265.812904126192	847
"27362"	495	585.5	NA	NA	NA	269.175825437575	848
"52250"	474	611.5	NA	NA	NA	269.189059956009	849
"16504"	490	606	NA	NA	NA	272.4610063844	850
"77889"	504	593.5	NA	NA	NA	273.461148977327	851
"67976"	557	554	NA	NA	NA	277.748987396894	852
"545428"	472	661.5	NA	NA	NA	279.386828608652	853
"245532"	489	646.5	NA	NA	NA	281.130974814231	854
"16923"	631	509	NA	NA	NA	283.363282730844	855
"208266"	518	621	NA	NA	NA	283.583321089235	856
"99738"	650	500.5	NA	NA	NA	285.186342590244	857
"18505"	645	505.5	NA	NA	NA	285.502845870229	858
"67812"	512	649.5	NA	NA	NA	288.333140655042	859
"18074"	530	635	NA	NA	NA	290.064647966621	860
"20024"	548	619.5	NA	NA	NA	291.327135708296	861
"332396"	591	575.5	NA	NA	NA	291.599254114272	862
"237082"	589	578.5	NA	NA	NA	291.863195692777	863
"23964"	606	566.5	NA	NA	NA	292.958614824688	864
"72068"	644	540	NA	NA	NA	294.855897007335	865
"269951"	567	613.5	NA	NA	NA	294.895956228633	866
"73419"	527	663	NA	NA	NA	295.550757062133	867
"26360"	562	622	NA	NA	NA	295.619688112954	868
"192188"	545	644	NA	NA	NA	296.217825257023	869
"69792"	584	603.5	NA	NA	NA	296.834970985563	870
"18007"	597	596.5	NA	NA	NA	298.374973816505	871
"103537"	648	560.5	NA	NA	NA	301.332042770098	872
"107448"	566	665.5	NA	NA	NA	306.868457160393	873
"104776"	621	623.5	NA	NA	NA	311.124372237213	874
